"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4pW3aTX3kAmOaPJfc9UM12","Express Yourself","spotify:artist:2t0kaaDtGZtmpczIAMaVTQ","Charles Wright & The Watts 103rd Street Rhythm Band","spotify:album:2aUItMxwVnUJg4btjcUxC5","Express Yourself","spotify:artist:2t0kaaDtGZtmpczIAMaVTQ","Charles Wright & The Watts 103rd Street Rhythm Band","1970","https://i.scdn.co/image/ab67616d0000b2734c70dc9cd6f4b9c62a4cdd38","1","4","233613","https://p.scdn.co/mp3-preview/5ee74ec7c8d7cea050ba8be4257351bca02b140e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USWB17000001","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:50:36Z"
"spotify:track:3p1JoOEhVkEnTaa4JzTMSk","For the Love of Money","spotify:artist:38h03gA85YYPeDPd9ER9rT","The O'Jays","spotify:album:0prtrB4HNL9tiEeAv57Bz8","Ship Ahoy (Expanded Edition)","spotify:artist:38h03gA85YYPeDPd9ER9rT","The O'Jays","1973","https://i.scdn.co/image/ab67616d0000b2735abd0f3ff2e38c5a73afbab6","1","5","439866","https://p.scdn.co/mp3-preview/ce5590cbc16b09c98207d92ec4369040a240ccf4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USSM10112547","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:50:46Z"
"spotify:track:1SIXMGcsAeA6sNxaY1EG3O","Tienaté","spotify:artist:77J3V0V7sEOf5ifCDBSNaJ","Nu Genea","spotify:album:2OeKJLLD5jcYMgJAExURqS","Bar Mediterraneo","spotify:artist:77J3V0V7sEOf5ifCDBSNaJ","Nu Genea","2022-05-13","https://i.scdn.co/image/ab67616d0000b273e9565c16b1c048ec3b19b070","1","2","278029","https://p.scdn.co/mp3-preview/02174d63fc00eb6ce89b64bebec0fb7a2990ca27?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","ITB262200160","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:50:55Z"
"spotify:track:71Y7sPJm0DpCix0fHaAlhI","Peaches - 1996 Remaster","spotify:artist:0RUEHcBiENFEqxgicqS2ig","The Stranglers","spotify:album:38lyLeszq1p2sck1lB53dq","Rattus Norvegicus","spotify:artist:0RUEHcBiENFEqxgicqS2ig","The Stranglers","1977","https://i.scdn.co/image/ab67616d0000b27371bc09bffecbaa3ce3c8f8bd","1","6","245493","https://p.scdn.co/mp3-preview/3792ae8c5bd5846ebbf4be6e9771763eb9b2c5f4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","53","GBAYE9600447","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:51:02Z"
"spotify:track:4Ce66JznW8QbeyTdSzdGwR","Chameleon","spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Herbie Hancock","spotify:album:5fmIolILp5NAtNYiRPjhzA","Head Hunters","spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW","Herbie Hancock","1973-10-26","https://i.scdn.co/image/ab67616d0000b2736b75d57d2d070c0c4afb3f9a","1","1","941360","https://p.scdn.co/mp3-preview/b377de79d3feccc6b10115659358cec4f0a70375?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","USSM17300165","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:51:08Z"
"spotify:track:1hRDHWWealh2Pk3fnpIe75","Love Rollercoaster","spotify:artist:6m30rs1IQqnWqV5nKMpU7U","Ohio Players","spotify:album:6cdbsUYFysGXOh5fqWpIuR","Honey","spotify:artist:6m30rs1IQqnWqV5nKMpU7U","Ohio Players","1975-08-16","https://i.scdn.co/image/ab67616d0000b273ef36e8640d5b240fb772bcd2","1","6","290160","https://p.scdn.co/mp3-preview/303291d65348f99c2c207ab341756fe351bac54e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USPR37504023","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:51:18Z"
"spotify:track:2zMJN9JvDlvGP4jB03l1Bz","Hot Stuff","spotify:artist:2eogQKWWoohI3BSnoG7E2U","Donna Summer","spotify:album:58GjBhQvLHwfQFJtdP9Oxg","Bad Girls","spotify:artist:2eogQKWWoohI3BSnoG7E2U","Donna Summer","1979-04-25","https://i.scdn.co/image/ab67616d0000b2730c3a44d76807bef665eacfa3","1","1","314760","https://p.scdn.co/mp3-preview/b48b9f29b11d9821fc4f34e1307bf2d94867cc7b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","USPR37907202","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:51:31Z"
"spotify:track:4xQMFoD33vx6stB1UzfA6s","Eye Know","spotify:artist:1Z8ODXyhEBi3WynYw0Rya6, spotify:artist:60df5JBRRPcnSpsIMxxwQm","De La Soul, Otis Redding","spotify:album:34LxHI9x14qXUOS8AWRrYD","3 Feet High and Rising","spotify:artist:1Z8ODXyhEBi3WynYw0Rya6","De La Soul","1989-03-03","https://i.scdn.co/image/ab67616d0000b273fa8d314f6f91e81889335dfc","1","9","252671","https://p.scdn.co/mp3-preview/9f5317bea30eb9fee81a88133ebdc9577d2abf51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","QMMEH2200055","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:51:49Z"
"spotify:track:38MBgJc4k6LXvzvlD2tnEx","Djobi Djoba","spotify:artist:3jc496ljiyrS3ECrD7QiqL","Gipsy Kings","spotify:album:4aDmHcFNChCXPle7tMeoWS","Gipsy Kings","spotify:artist:3jc496ljiyrS3ECrD7QiqL","Gipsy Kings","1988-11-08","https://i.scdn.co/image/ab67616d0000b27385af1bfe554780102ed0bef6","1","8","204640","https://p.scdn.co/mp3-preview/d21e9fa3e99a3df0c1088ab2d687a22c6c30e9ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","USN018884508","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:52:05Z"
"spotify:track:6XYbMGvtl6tlPoGWaiH7EY","Baby Be Mine","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","spotify:album:2ANVost0y2y52ema1E9xAZ","Thriller","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","1982-11-30","https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97","1","2","260666","https://p.scdn.co/mp3-preview/7c65b986c82fd40b54dd23a611729a0edfed7853?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USSM19902987","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:52:19Z"
"spotify:track:5TxRUOsGeWeRl3xOML59Ai","ARE WE STILL FRIENDS?","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","spotify:album:5zi7WsKlIiUXv09tbGLKsE","IGOR","spotify:artist:4V8LLVI7PbaPR0K2TGSxFF","Tyler\, The Creator","2019-05-17","https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57","1","12","265480","https://p.scdn.co/mp3-preview/a964890412345dbd4686806312f6a074e089f385?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","USQX91901168","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:53:00Z"
"spotify:track:4HqxTpbXpLO1jgKJppk8Gl","Oh, Loretta!","spotify:artist:7w6CFgYRRBheH4QOpa7xzI","Sex on Toast","spotify:album:53svbquW0UhEwPQ5TBUTbP","Oh, Loretta!","spotify:artist:7w6CFgYRRBheH4QOpa7xzI","Sex on Toast","2015-06-08","https://i.scdn.co/image/ab67616d0000b273d78873f5d310ff9828180011","1","1","269283","https://p.scdn.co/mp3-preview/a1a85467d900229996ee448cc6f57ad679955ef6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","AUWWE1520001","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:53:08Z"
"spotify:track:0r0koSn8v0KSxDd5yOsxpn","You Still Believe In Me","spotify:artist:3oDbviiivRWhXwIE8hxkVV","The Beach Boys","spotify:album:1yMPDqzYuQ4TI10ICKlbzW","Pet Sounds (40th Anniversary Edition)","spotify:artist:3oDbviiivRWhXwIE8hxkVV","The Beach Boys","1966-06-16","https://i.scdn.co/image/ab67616d0000b2736ac00e2900f3779bc64c8f30","1","2","156320","https://p.scdn.co/mp3-preview/cfd5f77d0fe986545eed4d86f65216b614763b63?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USCA29600671","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:53:36Z"
"spotify:track:1gE7p3b4J8p4ivOCR2CO0Y","Marechià","spotify:artist:77J3V0V7sEOf5ifCDBSNaJ, spotify:artist:7dSwsPGp84lyzlAvuqQhLt","Nu Genea, Célia Kameni","spotify:album:2VWCyefmIWJn1trgychc0W","Marechià","spotify:artist:77J3V0V7sEOf5ifCDBSNaJ","Nu Genea","2021-07-09","https://i.scdn.co/image/ab67616d0000b273a04f320152fcbd5dad2e8905","1","1","264929","https://p.scdn.co/mp3-preview/27fbf85192cec427c39255ef02e05a04668ce1d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","ITB262100900","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:54:00Z"
"spotify:track:4GNBjMLPjb0YaHlRv7dBR2","Kelen ati leen","spotify:artist:7xT0arvCDupDU1YYy0BNv9","Orchestra Baobab","spotify:album:0ZS9LdgKzYRPY97s5Xo9pp","A Night At Club Baobab (Senegalese Dance Music of the 70's)","spotify:artist:7xT0arvCDupDU1YYy0BNv9","Orchestra Baobab","2006-07-03","https://i.scdn.co/image/ab67616d0000b27323a03812e477ae5581798e89","1","6","218573","https://p.scdn.co/mp3-preview/7b4087d6768b5549435b7774e5a8fe56465b93d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","FR1JK0600060","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:54:08Z"
"spotify:track:0iOZM63lendWRTTeKhZBSC","Mrs. Robinson - From ""The Graduate"" Soundtrack","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","spotify:album:3bzgbgiytguTDnwzflAZr2","Bookends","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","1968-04-03","https://i.scdn.co/image/ab67616d0000b273d8fb5b4308dc27f210064ef4","1","10","244026","https://p.scdn.co/mp3-preview/b48d5e6bd6312c23e674b6d3c5293438190cd99b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USSM16800379","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:54:27Z"
"spotify:track:2DnJjbjNTV9Nd5NOa1KGba","You're So Vain","spotify:artist:4FtSnMlCVxCswABUmdhwpm","Carly Simon","spotify:album:79x0PRGIZv33znrCkPkCZ5","No Secrets","spotify:artist:4FtSnMlCVxCswABUmdhwpm","Carly Simon","1972","https://i.scdn.co/image/ab67616d0000b273143aaf19ecc28c7b41d42d9d","1","3","258411","https://p.scdn.co/mp3-preview/64de489763e2f6f83f1ea86152f322656fc494b6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USEE19900883","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:54:44Z"
"spotify:track:50f0mt35cIwwu3Krk7nS7b","Ma quale idea","spotify:artist:1uXGmHao7MMRBwCCncmyB6","Pino D'Angiò","spotify:album:7dwnwKTPnHsmfcMWsChtCp","Italian Classics: Pino D'Angiò Collection, Vol. 1","spotify:artist:1uXGmHao7MMRBwCCncmyB6","Pino D'Angiò","2011-03-15","https://i.scdn.co/image/ab67616d0000b273cad8789bb4e3de4e81ece093","1","4","262456","https://p.scdn.co/mp3-preview/aafa811220e841e2c150fcd0f4acedc7d84ea4a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","ITA647900295","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:55:03Z"
"spotify:track:44aTAUBF0g6sMkMNE8I5kd","Every Little Thing She Does Is Magic","spotify:artist:5NGO30tJxFlKixkPSgXcFE","The Police","spotify:album:5jkwdY6jS1Hzi8epr6HW7h","Ghost In The Machine (Remastered 2003)","spotify:artist:5NGO30tJxFlKixkPSgXcFE","The Police","1981-10-02","https://i.scdn.co/image/ab67616d0000b273b7879980ef2ea7ac1cc29316","1","2","260573","https://p.scdn.co/mp3-preview/6f816f12a8d0abff7e552609d5a30d0b6be58834?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","GBAAM0201127","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:55:29Z"
"spotify:track:2I1W3hcSsPIsEJfD69pHrW","Raspberry Beret","spotify:artist:5a2EaR3hamoenG9rDuVn8j","Prince","spotify:album:27SA4Pkelh2pbwbVEORPOM","Around The World In A Day","spotify:artist:5a2EaR3hamoenG9rDuVn8j","Prince","1985-04-22","https://i.scdn.co/image/ab67616d0000b273cc6495584fb0e2261ee95868","1","4","215173","https://p.scdn.co/mp3-preview/af3d8eec2ef8196217899e096902f437d678ee18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USWB19902876","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:55:34Z"
"spotify:track:3l3xTXsUXeWlkPqzMs7mPD","End Of The Road","spotify:artist:6O74knDqdv3XaWtkII7Xjp","Boyz II Men","spotify:album:3jknvlUSe6D9Oyn2E3JBLO","Cooleyhighharmony (Bonus Tracks Version)","spotify:artist:6O74knDqdv3XaWtkII7Xjp","Boyz II Men","1991-04-30","https://i.scdn.co/image/ab67616d0000b27373d0d8625dcf1e48043cfbf9","1","17","351466","https://p.scdn.co/mp3-preview/1a5089879c5a24a8c53d85e61d058c4f97a73b43?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USMO19200465","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:55:53Z"
"spotify:track:6e40mgJiCid5HRAGrbpGA6","I Want It That Way","spotify:artist:5rSXSAkZ67PYJSvpUpkOr7","Backstreet Boys","spotify:album:1NslKOZobWxINFaFkLol3r","The Hits--Chapter One","spotify:artist:5rSXSAkZ67PYJSvpUpkOr7","Backstreet Boys","2001-10-23","https://i.scdn.co/image/ab67616d0000b273c2f0d820b1113f9a243fb973","1","1","213600","https://p.scdn.co/mp3-preview/36a039f59995c71741cdd4e8d8249fbb9c429536?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USJI19910614","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:56:00Z"
"spotify:track:1gVgkQFOKa8Wc1HYsJtPdH","More Than Words","spotify:artist:6w7j5wQ5AI5OQYlcM15s2L","Extreme","spotify:album:7DKHQxJTI32UyCdDdGwvRC","Extreme II - Pornograffitti","spotify:artist:6w7j5wQ5AI5OQYlcM15s2L","Extreme","1990-01-01","https://i.scdn.co/image/ab67616d0000b273fb16b9b69eb891027654bcb1","1","5","334106","https://p.scdn.co/mp3-preview/271b123e8fb03d1ca301205f8c47ca13461c9ff0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USAM19090005","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:56:05Z"
"spotify:track:2le9fblYnfoLr9dkZIsJUa","Baby, I Love Your Way","spotify:artist:0Jeckitay8SbvKwqAzWuYH","Big Mountain","spotify:album:079QiYtMEMsGPv0TNAWZPe","Unity","spotify:artist:0Jeckitay8SbvKwqAzWuYH","Big Mountain","1994-07-19","https://i.scdn.co/image/ab67616d0000b27319ffd46baee165d6b42b7810","1","7","249520","https://p.scdn.co/mp3-preview/33f0cba55205e1507d1fd3834c20ea226f14a07c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","USGI19400026","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:56:11Z"
"spotify:track:4WUnM4KNZ0kjp0CUeoyOnS","I Swear","spotify:artist:1B8ySGDAiXTCvnJNH4HSCG","All-4-One","spotify:album:4L5ZA0GukWNWjsk9b7HHDy","All-4-One","spotify:artist:1B8ySGDAiXTCvnJNH4HSCG","All-4-One","1994-01-01","https://i.scdn.co/image/ab67616d0000b2730a23b37b281f5dad95dda57d","1","4","259853","https://p.scdn.co/mp3-preview/261d429233ad5f69295d41d5a7a115a9b79c59ef?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USAT29400058","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:56:21Z"
"spotify:track:2K2M0TcglCRLLpFOzKeFZA","Sunshine Of Your Love","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","spotify:album:3W6CI0Lw7lElAPID2Fd3B4","Disraeli Gears (Deluxe Edition)","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","1967-11","https://i.scdn.co/image/ab67616d0000b273db1fb2dede292908e86d94d7","1","2","250400","https://p.scdn.co/mp3-preview/e860117e795dc984f43d781541e932c16676f986?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","GBA076700020","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:56:49Z"
"spotify:track:790YJcgHlN3SaosQCHlWzn","Love Of My Life - Remastered 2011","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:6X9k3hSsvQck2OfKYdBbXr","A Night At The Opera (Deluxe Remastered Version)","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","1975-11-21","https://i.scdn.co/image/ab67616d0000b273ce4f1737bc8a646c8c4bd25a","1","9","217400","https://p.scdn.co/mp3-preview/8d6396edb133cbd3cd028164a105aed82a71b384?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","GBUM71100536","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:57:05Z"
"spotify:track:4IU1RL4BKvFyXtbTwaHAvW","Ventura Highway","spotify:artist:35U9lQaRWSQISxQAB94Meo, spotify:artist:4Fgf6RvuWpiwDXSE7Vammx","America, George Martin","spotify:album:7eqBAR9pblivMBOI70q2um","Homecoming","spotify:artist:35U9lQaRWSQISxQAB94Meo","America","1972-01-01","https://i.scdn.co/image/ab67616d0000b273bd38946bde91df6d1b878d22","1","1","211386","https://p.scdn.co/mp3-preview/3f797fda2aa4c12461a7a57f6b57f01748d55c37?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USWB19901795","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:57:13Z"
"spotify:track:1Vv7ZtyDro81xmznV48gF6","Dancing In The Street","spotify:artist:1bs7HoMkSyQwcobCpE9KpN","The Mamas & The Papas","spotify:album:1hZFdLqAFWrEC8U8qsb6WK","The Mamas & The Papas","spotify:artist:1bs7HoMkSyQwcobCpE9KpN","The Mamas & The Papas","1966-08-30","https://i.scdn.co/image/ab67616d0000b2732586e8f6d11256488b6f43db","1","6","229106","https://p.scdn.co/mp3-preview/5ddc3da33feea919f6835a7cfa726657df63bab5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","USMC16646377","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:57:20Z"
"spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ","Escape (The Pina Colada Song)","spotify:artist:0TqIPD4IS1w4e30R38B3vj","Rupert Holmes","spotify:album:163iYwl7Kdm9ayTnD4VyfN","Partners In Crime","spotify:artist:0TqIPD4IS1w4e30R38B3vj","Rupert Holmes","1979-01-01","https://i.scdn.co/image/ab67616d0000b273af7afb5c49afd3133fa2a6c9","1","1","276493","https://p.scdn.co/mp3-preview/401f9287bb59b5b87fb49025e3f9d3c5c73f3713?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USMC17948997","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:57:56Z"
"spotify:track:4k5FeWIdUaBx5OZdvrSYP1","Everywhere - 2017 Remaster","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:7CWZNdANL2ZYQs3JfdxoM5","Tango in the Night (2017 Remaster)","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1987-04-14","https://i.scdn.co/image/ab67616d0000b273e8556a4e368fe3871df5de59","1","3","226653","https://p.scdn.co/mp3-preview/4921b87278a9e93cddc10310efadc09b5952da92?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","USRH11602189","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:58:01Z"
"spotify:track:6Dk5fHTvH897XrVzCO64Mx","What You Won't Do for Love","spotify:artist:4V4Z3qMCwYofWHtip6ePF6","Bobby Caldwell","spotify:album:4pBJRxtR5TQe8hfsUgZ1r2","What You Won't Do for Love","spotify:artist:4V4Z3qMCwYofWHtip6ePF6","Bobby Caldwell","1978","https://i.scdn.co/image/ab67616d0000b2730f98789111606f77a27d6f67","1","6","286493","https://p.scdn.co/mp3-preview/506f4b71189caddd52150d8a7f4f0b1cfc23ef06?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USA370532331","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:58:09Z"
"spotify:track:2WiTmNRMk6Rqtc1alR3IkR","Joanna - Single Version","spotify:artist:3VNITwohbvU5Wuy5PC6dsI","Kool & The Gang","spotify:album:2vBpHUDhVTInqSLxkw9Kx2","Collected","spotify:artist:3VNITwohbvU5Wuy5PC6dsI","Kool & The Gang","2018-05-25","https://i.scdn.co/image/ab67616d0000b2737f29399efc7ee01e8c56936d","2","8","238893","https://p.scdn.co/mp3-preview/3c1cf46ba0e59e0484f245b9b57724baf8a5c473?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USPR38300053","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:58:40Z"
"spotify:track:4DiNls6kFmF1ZittKsPsTc","Mr. Telephone Man","spotify:artist:1mFX1QlezK1lNPKQJkhwWb","New Edition","spotify:album:68moCweQx7EoMvHdZ6HzDc","New Edition","spotify:artist:1mFX1QlezK1lNPKQJkhwWb","New Edition","1984-01-01","https://i.scdn.co/image/ab67616d0000b2734a53fad32813802c94bc0667","1","2","239160","https://p.scdn.co/mp3-preview/e71fd768c6cbb305d65863a6ced3eecbedf53d12?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USWWW0130295","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:58:51Z"
"spotify:track:1c5KZhtOAOH7eFOlBekNhS","I Like It","spotify:artist:6is2U7I1jlI8PjxNZOHIMV","DeBarge","spotify:album:0idikg3MAbtPVfX7wwfBBW","All This Love","spotify:artist:6is2U7I1jlI8PjxNZOHIMV","DeBarge","1982-04-28","https://i.scdn.co/image/ab67616d0000b2733e0fdb66fe1b2f43496eb3a7","1","3","279400","https://p.scdn.co/mp3-preview/27c687e70bc1af496656fef050d21d8e74d760bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USMO18500567","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:58:56Z"
"spotify:track:1QEEqeFIZktqIpPI4jSVSF","More Than a Feeling","spotify:artist:29kkCKKGXheHuoO829FxWK","Boston","spotify:album:2QLp07RO6anZHmtcKTEvSC","Boston","spotify:artist:29kkCKKGXheHuoO829FxWK","Boston","1976","https://i.scdn.co/image/ab67616d0000b2738c1fadcc997a65384f34d694","1","1","285133","https://p.scdn.co/mp3-preview/4e8704349932ecb754e3c03cdf3b1563309627a0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USSM17600941","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:59:03Z"
"spotify:track:1xaTREM89RbIxkcjlpf4Uw","Heaven Knows I'm Miserable Now - 2011 Remaster","spotify:artist:3yY2gUcIsjMr8hjo51PoJ8","The Smiths","spotify:album:1j57Q5ntVi7crpibb0h4sv","Hatful of Hollow","spotify:artist:3yY2gUcIsjMr8hjo51PoJ8","The Smiths","1984","https://i.scdn.co/image/ab67616d0000b273786b44c75ebf915866523f5b","1","9","215760","https://p.scdn.co/mp3-preview/84514f304f702184728abfa31331d79e36856f82?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","GBCRL1100070","spotify:user:tbgcqfyxjw0xuiffywit30yz3","2024-02-22T19:59:10Z"
